Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
kinstationery.com,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
onedrive.live.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
services.runescape.com-un.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
amlzone.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
kanakapolymers.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
paypalinfo.raylf.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
drcorreamejoresimplantes.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
verifythreebilling.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
219betasus.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
nobleconsultants.net,0,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1
posb-ibanking-demo.herokuapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3965207478e6a58f7c87af5d49a0c165.webredirect.org,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
viccats.camcam.dns-cloud.net,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
paypalservicegifts.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
managephoenix.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
beta.kenaidanceta.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
pdssye.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
react-ba2roi.stackblitz.io,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
xpixl.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
secure.lndeed.press,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
missionpick.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
demand-delivery-275522.df.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
steampres.tk,0,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1
neudorf-ole.irv.cc,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
vegancenter.hu,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
pphwm.app.link,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
jcosma.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
tshirt-factory.eu,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
escolapuigcerver.cat,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
validarmeuacesso.com.br,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
paxful.cam,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
connectneueverbindung03.de,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
60887701922.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
gerdalights.buzz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
ltaucard.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
coin-ex.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
forms.gle,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
gidirmegala.com,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
adv-review-2020.my.id,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
speedy.com.pk,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
viccats.camcam.dns-cloud.net,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
netflix.hotmaster.dns-cloud.net,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1
bebitcoin.ru,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
allstarlax.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1
acessoriagoldbvfinanceira.business.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
staffandfaculty.my-free.website,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mdkvk.byethost18.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
dataeinloggen.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
d26c5.weblium.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
panda1gfds.byethost4.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
forms.office.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
aspopontoglio.it,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
syntekoemsaocarlos.com.br,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
xtc.sued-rollo.de,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
cbdadhacks.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
esgcommercialbrokers.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
re-redirection-pp-account-id98763432.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
bitckins.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
joingrupbkp16-6666.000webhostapp.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
onlinebankingupdate.mailview33982.xyz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
gmnepr.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
delgadaygordo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
bajer.info.pl,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
llamining.com,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1
aresozcs.000webhostapp.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
paypal.b2pay.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
dhl.export.dns-cloud.net,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
infolog24.ru,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
bcpzonasegurabeta.viabcp.com.joyinthemiddle.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
wuteh.a100.com.pl,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
informazioni.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
jeremyfullserviceinc.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
emsi-lobo.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
restaurantelabarquita.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
ushouldhave.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
merveyilmazericmimarlik.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
unescoghana.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
chat.whatsagp.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
imaffiliateclub.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
cosmoia.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
pyvn.be,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
wa-grupbokep01.wikaba.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
southcountyclassified.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
redal.company,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
papumdesign.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
sparkpassedecom.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
paii.com.co,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
smprintingpress.com,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1
punnetthomes.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
1.recovery-depart.my.id,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
senka.com.tr,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
kidscoloringpdf.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
kytherianassociation.com.au,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
theingredients.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
mms.tucsonhispanicchamber.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
serviceenligneverificationbp.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
ecusltd-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
bestcasual.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ulvis.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
hostpoint.ch.122b0295.colsan.info,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
peacefulplushes.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
spartanlandsurveying.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
secure24-paypal-payement.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
storage.googleapis.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
team.cmgcharleston.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
picnicustad.pk,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
breakingthelimits.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
138.36.41.142,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hphotel-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
bombayelectricstore.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
mail.thepoint.nl,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
albel.intnet.mu,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
t.umblr.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
bank-sec.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
friendlycabdavis.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
cursosmaquiagem.com,0,0,1,9,0,0,0,0,1,1,1,1,1,1,1,1
webpostmedia.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
icloud.com.soportebuscar.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
nothingelsefilm.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
centec-am.com.br,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
sp0tify-pay1-details.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
auth-wells-departament.site,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
community-ebay-de-diskussionsforen.html-5.me,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
oaidioaa.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
schachkraft.de,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
sportbeclick.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
dzd.rksmb.org,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
dpttrwmc37wji.cloudfront.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
webfiddle.net,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
sriutamahub.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
kaizenpak.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
e-grupobancolombia.com.co,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
economyfurnace-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
signin.ebay.de.accuo.ca,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
onemillionsolutionsinhealth.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
betasuscom.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
m5wx.com,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1
sonhodosavosinhos.pt,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
mncelektronik.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
bbfunding-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
sadeg.club,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
golosavk.vipshop.ru,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
investmongolia.top,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
bwe8.byethost12.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
spidersolutions.ro,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
davidwinogrondspacetet.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1
autoscout24.de-anfrage-id-729453.tilexhome.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
server.main.login.support.hotwills.com.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
turkuazkirtasiye.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
livraisonspeed01.cloudaccess.host,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
ithinkpink.in,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
seekthemes.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
resin3dprinterstore.com,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
espaceclientv1.fr,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
betasus33.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
effafrica.org,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
ximbra97.getforge.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
advonationusa.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
spectralwirejewelry.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
www-paypal-com-login.menlosec.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
picpusdan3.free.fr,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
myatharweiiect.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
apidog-service.000webhostapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
advonationusa.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
westsuburbanchamber.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
art-sticker.fr,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1
lucidfestival.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
12stepcds.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
paullemmerick.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
ifeveraussies.com,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1
htl.li,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
j3060z7403.codesandbox.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
profiling.koha.collecto.ca,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
betasus30.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
reurl.cc,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
a2plvcpnl308307.prod.iad2.secureserver.net,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
mr-statucki.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1
mail.damclub020.nl,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
darkhost.pro,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
huntingtononline.ddns.info,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
dbsdemoonline.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
iplogger.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
sturdeephotography.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
paypal.co.uk.userusau0jsescq.settingsppup.com,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
nikki.center,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
brahminudyog.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
testing-adjusting-balancing.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
catholichub.tv,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
ecoachinginternational.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
alpreco.ro,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
estarjuntosemestarpertoo0.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
sites.google.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
ascmgpr.ir,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
sh199811.website.pl,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
bthomeees.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
betasusgirisburasi3.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
lycroproducts-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
shtuchki.store,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
emotivaodontologia.com.br,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
gerdalights.buzz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
drukdeothjung.bt,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
kidms.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
stickeryvk0ntakte2020.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
art-sticker.fr,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
mccarthyelectrical.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
losgarrido.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
jurnal.stai-aljawami.ac.id,0,0,1,7,0,0,0,1,1,1,1,1,1,1,1,1
drive.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
leones.uy,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
onedrive.live.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
johnfinchpartnership.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
fr-postalecompte.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
belizetourguides.com,0,0,1,13,0,0,0,0,1,1,1,1,1,1,1,1
mail.in-elementum.nl,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
counsultingspace.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
jlgraphic.fr,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
joeylandon06.typeform.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
delegatesinrwanda.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
souzaembalagens.com.br,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
loansmumbai.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
secure.runescape.com-un.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
detarros.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
drive.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
centrodenutricionysaludltda.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
inx.lv,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
caniparc.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
cache.nebula.phx3.secureserver.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
paypal.co.uk.userx6dv4s7z67t.settingsppup.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
autolike.biz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
vppartners2-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
megamagaluon.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
countfund.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
toancaupumps.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
supertechbuilder.in,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
ahorainc.org,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
kjsa.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
lansparpofa1987.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
w2mgqyeeato6a7.000webhostapp.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
ducks.pt,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
paccaz.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
paypalp.ontraport.com,0,0,1,12,0,0,1,0,1,1,1,1,1,1,1,1
royalwindsorpub.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
csgoguns.ru.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
picnicustad.pk,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
themkdiaries.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
vadodaramarathon.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
dotilo.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
demo.mkt.exoret.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
betasus2020.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
betasus20211.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
andrikapermana.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
vmorefraud.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
aubootlegger.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
bcpzonasegurabeta.vipbcp.xyz,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
moonkahonda.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
orgogenlabs.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
prj0011.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
kosmetyczka-radzymin.pl,0,0,1,7,0,0,0,1,1,1,1,1,1,1,1,1
itir4.app.link,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
veltz3d.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
7adaminna.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
kosmetyczka-radzymin.pl,0,0,1,7,0,0,0,1,1,1,1,1,1,1,1,1
comicsgames.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
labanuepostale.yj.fr,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
mncelektronik.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
scoutsantamaria.es,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ekhobrand.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
mail.myphonereviews.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
fresleitlie.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
seekthemes.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
profelectrik.ru,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
lamvb.czweb.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
sangoankhang.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
steamcommunitus.tk,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
investingdojo.icu,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1
newmessage.gvnawpknwarz94ejtnbuvbwv.xyz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
fbwat.ch,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ocm.in,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
betasusorjinals.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
ramgarhiamatrimonial.ca,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
shinai.jp,0,1,1,3,0,0,0,0,1,1,1,1,1,1,1,1
dhl.export.dns-cloud.net,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
login.microsoftonline.com.common.login.invoice.21355.meertreffen.ch,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
jaggaauto.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
koreabio.org,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
lucy-walker.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1
microsoft-adminer.dns.army,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
irestro.in,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
nectarworks.co,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
jbimpex.com.pk,0,0,0,2,1,0,1,0,1,1,1,1,1,1,1,1
darktoxicity.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
eltaninservicespteltd.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
stanshoes.com.ng,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
dbsdemoonline.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
jeffersonsgroup.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
mmgarfield.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
alibaba.com.spatialsys.com.ru,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
bibwebshop.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
programmasviluppo.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
cittainfinite.eu,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
vmorefraud.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
